"cluster","avg_occupancy"
"1",0.505950521166579
"2",0.308739341069708
"3",0.506721147914979
"4",0.628386678558494
"5",0.620383537607122
"6",0.588873943868169
"7",0.564207391979698
"8",0.680084592451798
NA,1
