"cluster","month","tod","dotw","ave_occupancy","dotw_string"
"3",4,"Midday",7,0.0943290707462219,"Saturday"
"3",4,"Morning",2,0.2659210739734,"Monday"
"3",4,"Morning",3,0.343563486470463,"Tuesday"
"3",4,"Morning",4,0.305590774159088,"Wednesday"
"3",4,"Morning",5,0.297390100478763,"Thursday"
"3",4,"Morning",6,0.301032665385863,"Friday"
"3",4,"Morning",7,0.114409722222222,"Saturday"
"3",5,"Afternoon",2,0.136590350661935,"Monday"
"3",5,"Afternoon",3,0.209435758645424,"Tuesday"
"3",5,"Afternoon",4,0.197789030252693,"Wednesday"
"3",5,"Afternoon",5,0.193149350649351,"Thursday"
"3",5,"Afternoon",6,0.141453226198866,"Friday"
"3",5,"Afternoon",7,0.0378248719545958,"Saturday"
"3",5,"Midday",2,0.257433589773706,"Monday"
"3",5,"Midday",3,0.349858286631542,"Tuesday"
"3",5,"Midday",4,0.341573374945468,"Wednesday"
"3",5,"Midday",5,0.335511860017674,"Thursday"
"3",5,"Midday",6,0.278583131984295,"Friday"
"3",5,"Midday",7,0.0761167705571775,"Saturday"
"3",5,"Morning",2,0.207469455071199,"Monday"
"3",5,"Morning",3,0.302847690638388,"Tuesday"
"3",5,"Morning",4,0.326688032036869,"Wednesday"
"3",5,"Morning",5,0.287793592066848,"Thursday"
"3",5,"Morning",6,0.269445157555623,"Friday"
"3",5,"Morning",7,0.099443703368122,"Saturday"
"3",6,"Afternoon",2,0.157318932682305,"Monday"
"3",6,"Afternoon",3,0.192475471072855,"Tuesday"
"3",6,"Afternoon",4,0.127373559095943,"Wednesday"
"3",6,"Afternoon",5,0.18836194691936,"Thursday"
"3",6,"Afternoon",6,0.154808820660928,"Friday"
"3",6,"Afternoon",7,0.0256880054699822,"Saturday"
"3",6,"Midday",2,0.32470743215656,"Monday"
"3",6,"Midday",3,0.314320897932817,"Tuesday"
"3",6,"Midday",4,0.233089442319093,"Wednesday"
"3",6,"Midday",5,0.333513131732608,"Thursday"
"3",6,"Midday",6,0.295654758409119,"Friday"
"3",6,"Midday",7,0.0991710432117409,"Saturday"
"3",6,"Morning",2,0.282822619886573,"Monday"
"3",6,"Morning",3,0.268406098638657,"Tuesday"
"3",6,"Morning",4,0.23859065810374,"Wednesday"
"3",6,"Morning",5,0.276661671392776,"Thursday"
"3",6,"Morning",6,0.253869100053693,"Friday"
"3",6,"Morning",7,0.143051906104232,"Saturday"
"3",7,"Afternoon",2,0.179194876505923,"Monday"
"3",7,"Afternoon",3,0.194929873905165,"Tuesday"
"3",7,"Afternoon",4,0.183668359257022,"Wednesday"
"3",7,"Afternoon",5,0.13226354858804,"Thursday"
"3",7,"Afternoon",6,0.134766188672439,"Friday"
"3",7,"Afternoon",7,0.0174088790731233,"Saturday"
"3",7,"Midday",2,0.326098331040191,"Monday"
"3",7,"Midday",3,0.298329012718548,"Tuesday"
"3",7,"Midday",4,0.316840861550164,"Wednesday"
"3",7,"Midday",5,0.224463418794814,"Thursday"
"3",7,"Midday",6,0.260978818500621,"Friday"
"3",7,"Midday",7,0.0568212405058335,"Saturday"
"3",7,"Morning",2,0.278787403380427,"Monday"
"3",7,"Morning",3,0.276797823193172,"Tuesday"
"3",7,"Morning",4,0.287293421479468,"Wednesday"
"3",7,"Morning",5,0.196604612011589,"Thursday"
"3",7,"Morning",6,0.234885241534951,"Friday"
"3",7,"Morning",7,0.0848871990950479,"Saturday"
"3",8,"Afternoon",2,0.1799309409502,"Monday"
"3",8,"Afternoon",3,0.195539017668378,"Tuesday"
"3",8,"Afternoon",4,0.186593064154837,"Wednesday"
"3",8,"Afternoon",5,0.190243380650357,"Thursday"
"3",8,"Afternoon",6,0.138899679938924,"Friday"
"3",8,"Afternoon",7,0.0174803370079533,"Saturday"
"3",8,"Midday",2,0.319309687405618,"Monday"
"3",8,"Midday",3,0.322560198468629,"Tuesday"
"3",8,"Midday",4,0.315311056299428,"Wednesday"
"3",8,"Midday",5,0.385509455015269,"Thursday"
"3",8,"Midday",6,0.288322454892222,"Friday"
"3",8,"Midday",7,0.0542946771144446,"Saturday"
"3",8,"Morning",2,0.279749425316286,"Monday"
"3",8,"Morning",3,0.295915148858463,"Tuesday"
"3",8,"Morning",4,0.316590671387183,"Wednesday"
"3",8,"Morning",5,0.274575922570109,"Thursday"
"3",8,"Morning",6,0.261758644026086,"Friday"
"3",8,"Morning",7,0.0682246188350839,"Saturday"
"3",9,"Afternoon",2,0.152432715862948,"Monday"
"3",9,"Afternoon",3,0.199664287182456,"Tuesday"
"3",9,"Afternoon",4,0.215925712691701,"Wednesday"
"3",9,"Afternoon",5,0.210912737738683,"Thursday"
"3",9,"Afternoon",6,0.159743943274103,"Friday"
"3",9,"Afternoon",7,0.0331458794758213,"Saturday"
"3",9,"Midday",2,0.298499991610457,"Monday"
"3",9,"Midday",3,0.345885645631285,"Tuesday"
"3",9,"Midday",4,0.341371319787017,"Wednesday"
"3",9,"Midday",5,0.330506983595646,"Thursday"
"3",9,"Midday",6,0.32585765601754,"Friday"
"3",9,"Midday",7,0.0508937834882602,"Saturday"
"3",9,"Morning",2,0.215378969652225,"Monday"
"3",9,"Morning",3,0.366991691555645,"Tuesday"
"3",9,"Morning",4,0.302684811151381,"Wednesday"
"3",9,"Morning",5,0.28362493987494,"Thursday"
"3",9,"Morning",6,0.272008183999463,"Friday"
"3",9,"Morning",7,0.0712929579572021,"Saturday"
"3",10,"Afternoon",2,0.16119334174385,"Monday"
"3",10,"Afternoon",3,0.20864991274875,"Tuesday"
"3",10,"Afternoon",4,0.189603426289473,"Wednesday"
"3",10,"Afternoon",5,0.200111245343803,"Thursday"
"3",10,"Afternoon",6,0.143806432787174,"Friday"
"3",10,"Afternoon",7,0.0330313359928186,"Saturday"
"3",10,"Midday",2,0.296746342858261,"Monday"
"3",10,"Midday",3,0.349893816347305,"Tuesday"
"3",10,"Midday",4,0.327183196863429,"Wednesday"
"3",10,"Midday",5,0.309886783113527,"Thursday"
"3",10,"Midday",6,0.348495317935725,"Friday"
"3",10,"Midday",7,0.0574414374923096,"Saturday"
"3",10,"Morning",2,0.232631128561361,"Monday"
"3",10,"Morning",3,0.349712168752866,"Tuesday"
"3",10,"Morning",4,0.2780253392172,"Wednesday"
"3",10,"Morning",5,0.255591434835621,"Thursday"
"3",10,"Morning",6,0.262927429751558,"Friday"
"3",10,"Morning",7,0.0682495287873195,"Saturday"
"3",11,"Afternoon",2,0.14699480005621,"Monday"
"3",11,"Afternoon",3,0.197567229080674,"Tuesday"
"3",11,"Afternoon",4,0.189868590913286,"Wednesday"
"3",11,"Afternoon",5,0.121849477436323,"Thursday"
"3",11,"Afternoon",6,0.136391007248565,"Friday"
"3",11,"Afternoon",7,0.118992730460754,"Saturday"
"3",11,"Midday",2,0.258973088442565,"Monday"
"3",11,"Midday",3,0.339834023373268,"Tuesday"
"3",11,"Midday",4,0.296070617582245,"Wednesday"
"3",11,"Midday",5,0.229135835095137,"Thursday"
"3",11,"Midday",6,0.294407180889739,"Friday"
"3",11,"Midday",7,0.0677878312471336,"Saturday"
"3",11,"Morning",2,0.225286974814591,"Monday"
"3",11,"Morning",3,0.31001054285938,"Tuesday"
"3",11,"Morning",4,0.261359074549482,"Wednesday"
"3",11,"Morning",5,0.169964700996678,"Thursday"
"3",11,"Morning",6,0.214078520532009,"Friday"
"3",11,"Morning",7,0.0940590288264707,"Saturday"
"3",12,"Afternoon",2,0.150092064750495,"Monday"
"3",12,"Afternoon",3,0.131936621195342,"Tuesday"
"3",12,"Afternoon",4,0.15626873227709,"Wednesday"
"3",12,"Afternoon",5,0.170990034271284,"Thursday"
"3",12,"Afternoon",6,0.132833867118024,"Friday"
"3",12,"Afternoon",7,0.0545998292727944,"Saturday"
"3",12,"Midday",2,0.298182433414992,"Monday"
"3",12,"Midday",3,0.229656378290099,"Tuesday"
"3",12,"Midday",4,0.239948907681466,"Wednesday"
"3",12,"Midday",5,0.26243812711836,"Thursday"
"3",12,"Midday",6,0.26882381050259,"Friday"
"3",12,"Midday",7,0.0846519073626632,"Saturday"
"3",12,"Morning",2,0.24253248151504,"Monday"
"3",12,"Morning",3,0.20712139389465,"Tuesday"
"3",12,"Morning",4,0.194578624702171,"Wednesday"
"3",12,"Morning",5,0.244901080293522,"Thursday"
"3",12,"Morning",6,0.274437603471034,"Friday"
"3",12,"Morning",7,0.0802828604427442,"Saturday"
"4",1,"Afternoon",2,0.147410211316461,"Monday"
"4",1,"Afternoon",3,0.269558230231307,"Tuesday"
"4",1,"Afternoon",4,0.284234696927005,"Wednesday"
"4",1,"Afternoon",5,0.237919555738065,"Thursday"
"4",1,"Afternoon",6,0.314237136728122,"Friday"
"4",1,"Afternoon",7,0.264856220835788,"Saturday"
"4",1,"Midday",2,0.230546953046953,"Monday"
"4",1,"Midday",3,0.385924728761267,"Tuesday"
"4",1,"Midday",4,0.412276898671129,"Wednesday"
"4",1,"Midday",5,0.377961063598083,"Thursday"
"4",1,"Midday",6,0.466617319201454,"Friday"
"4",1,"Midday",7,0.404044488719969,"Saturday"
"4",1,"Morning",2,0.16528559759329,"Monday"
"4",1,"Morning",3,0.221406492368031,"Tuesday"
"4",1,"Morning",4,0.268727872910565,"Wednesday"
"4",1,"Morning",5,0.241468820976033,"Thursday"
"4",1,"Morning",6,0.297234685275551,"Friday"
"4",1,"Morning",7,0.227829224283551,"Saturday"
"4",2,"Afternoon",2,0.296181719589171,"Monday"
"4",2,"Afternoon",3,0.317841396717599,"Tuesday"
"4",2,"Afternoon",4,0.276498066236648,"Wednesday"
"4",2,"Afternoon",5,0.319403697264274,"Thursday"
"4",2,"Afternoon",6,0.33597768250713,"Friday"
"4",2,"Afternoon",7,0.265626095659149,"Saturday"
"4",2,"Midday",2,0.441442298353356,"Monday"
"4",2,"Midday",3,0.470912014000956,"Tuesday"
"4",2,"Midday",4,0.477283738341431,"Wednesday"
"4",2,"Midday",5,0.467715096513173,"Thursday"
"4",2,"Midday",6,0.489036973532166,"Friday"
"4",2,"Midday",7,0.481612431372047,"Saturday"
"4",2,"Morning",2,0.233608841301149,"Monday"
"4",2,"Morning",3,0.300404396618339,"Tuesday"
"4",2,"Morning",4,0.2873493426979,"Wednesday"
"4",2,"Morning",5,0.298521651069728,"Thursday"
"4",2,"Morning",6,0.338887187865553,"Friday"
"4",2,"Morning",7,0.25731827823174,"Saturday"
"4",3,"Afternoon",2,0.235720958061703,"Monday"
"4",3,"Afternoon",3,0.228511529202635,"Tuesday"
"4",3,"Afternoon",4,0.246770740610885,"Wednesday"
"4",3,"Afternoon",5,0.250306027439441,"Thursday"
"4",3,"Afternoon",6,0.295891442958751,"Friday"
"4",3,"Afternoon",7,0.288713754194523,"Saturday"
"4",3,"Midday",2,0.336843651807594,"Monday"
"4",3,"Midday",3,0.364414707443554,"Tuesday"
"4",3,"Midday",4,0.36348870591659,"Wednesday"
"4",3,"Midday",5,0.35615169419256,"Thursday"
"4",3,"Midday",6,0.500017201459509,"Friday"
"4",3,"Midday",7,0.4944494305552,"Saturday"
"4",3,"Morning",2,0.189256583427257,"Monday"
"4",3,"Morning",3,0.197892492123261,"Tuesday"
"4",3,"Morning",4,0.202272069098992,"Wednesday"
"4",3,"Morning",5,0.200455200515297,"Thursday"
"4",3,"Morning",6,0.297136206030437,"Friday"
"4",3,"Morning",7,0.223859157224542,"Saturday"
"4",4,"Afternoon",2,0.231894060800311,"Monday"
"4",4,"Afternoon",3,0.288234575253806,"Tuesday"
"4",4,"Afternoon",4,0.276683706251014,"Wednesday"
"4",4,"Afternoon",5,0.283582509904625,"Thursday"
"4",4,"Afternoon",6,0.327467222614458,"Friday"
"4",4,"Afternoon",7,0.267714128486364,"Saturday"
"4",4,"Midday",2,0.405950244556014,"Monday"
"4",4,"Midday",3,0.453798372211834,"Tuesday"
"4",4,"Midday",4,0.47953736745804,"Wednesday"
"4",4,"Midday",5,0.473883079171541,"Thursday"
"4",4,"Midday",6,0.495538942894712,"Friday"
"4",4,"Midday",7,0.543636173744347,"Saturday"
"4",4,"Morning",2,0.252249296287758,"Monday"
"4",4,"Morning",3,0.288981145279222,"Tuesday"
"4",4,"Morning",4,0.284847530941281,"Wednesday"
"4",4,"Morning",5,0.289716055401152,"Thursday"
"4",4,"Morning",6,0.32641979414816,"Friday"
"4",4,"Morning",7,0.254100297850298,"Saturday"
"4",5,"Afternoon",2,0.190475011433545,"Monday"
"4",5,"Afternoon",3,0.253692950012061,"Tuesday"
"4",5,"Afternoon",4,0.27657957827429,"Wednesday"
"4",5,"Afternoon",5,0.289654682923914,"Thursday"
"4",5,"Afternoon",6,0.316269517074805,"Friday"
"4",5,"Afternoon",7,0.243437928924708,"Saturday"
"4",5,"Midday",2,0.317971642851451,"Monday"
"4",5,"Midday",3,0.40924997812017,"Tuesday"
"4",5,"Midday",4,0.415273090513475,"Wednesday"
"4",5,"Midday",5,0.460852534217919,"Thursday"
"4",5,"Midday",6,0.489668588178204,"Friday"
"4",5,"Midday",7,0.484598287663191,"Saturday"
"4",5,"Morning",2,0.195889620529044,"Monday"
"4",5,"Morning",3,0.26230653916952,"Tuesday"
"4",5,"Morning",4,0.278439053823669,"Wednesday"
"4",5,"Morning",5,0.288463361780669,"Thursday"
"4",5,"Morning",6,0.308700347017655,"Friday"
"4",5,"Morning",7,0.237310566036528,"Saturday"
"4",6,"Afternoon",2,0.25291964479164,"Monday"
"4",6,"Afternoon",3,0.276666067306091,"Tuesday"
"4",6,"Afternoon",4,0.209831896535622,"Wednesday"
"4",6,"Afternoon",5,0.292977221763279,"Thursday"
"4",6,"Afternoon",6,0.296702069298223,"Friday"
"4",6,"Afternoon",7,0.22253858988234,"Saturday"
"4",6,"Midday",2,0.39714747725565,"Monday"
"4",6,"Midday",3,0.407581854577047,"Tuesday"
"4",6,"Midday",4,0.300670429997353,"Wednesday"
"4",6,"Midday",5,0.406318859203475,"Thursday"
"4",6,"Midday",6,0.460443665131165,"Friday"
"4",6,"Midday",7,0.440486952506183,"Saturday"
"4",6,"Morning",2,0.24873191489778,"Monday"
"4",6,"Morning",3,0.263835805843017,"Tuesday"
"4",6,"Morning",4,0.193905707006669,"Wednesday"
"4",6,"Morning",5,0.253449839868109,"Thursday"
"4",6,"Morning",6,0.313801691986788,"Friday"
"4",6,"Morning",7,0.249685147473609,"Saturday"
"4",7,"Afternoon",2,0.261019287870249,"Monday"
"4",7,"Afternoon",3,0.256423577757712,"Tuesday"
"4",7,"Afternoon",4,0.28877130748525,"Wednesday"
"4",7,"Afternoon",5,0.203814229640552,"Thursday"
"4",7,"Afternoon",6,0.300612300026362,"Friday"
"4",7,"Afternoon",7,0.229160221122361,"Saturday"
"4",7,"Midday",2,0.355188383553768,"Monday"
"4",7,"Midday",3,0.356046519363827,"Tuesday"
"4",7,"Midday",4,0.409914761164761,"Wednesday"
"4",7,"Midday",5,0.305171333296333,"Thursday"
"4",7,"Midday",6,0.421718661502315,"Friday"
"4",7,"Midday",7,0.407969672332653,"Saturday"
"4",7,"Morning",2,0.265009790779022,"Monday"
"4",7,"Morning",3,0.25598063973064,"Tuesday"
"4",7,"Morning",4,0.26448717059294,"Wednesday"
"4",7,"Morning",5,0.183910969728277,"Thursday"
"4",7,"Morning",6,0.264717927638601,"Friday"
"4",7,"Morning",7,0.225038343067189,"Saturday"
"4",8,"Afternoon",2,0.261446314436098,"Monday"
"4",8,"Afternoon",3,0.238277254262831,"Tuesday"
"4",8,"Afternoon",4,0.292014159051419,"Wednesday"
"4",8,"Afternoon",5,0.293965816501874,"Thursday"
"4",8,"Afternoon",6,0.293882549074857,"Friday"
"4",8,"Afternoon",7,0.226991871643314,"Saturday"
"4",8,"Midday",2,0.391180038355519,"Monday"
"4",8,"Midday",3,0.414247695858273,"Tuesday"
"4",8,"Midday",4,0.43103458818603,"Wednesday"
"4",8,"Midday",5,0.407171694046694,"Thursday"
"4",8,"Midday",6,0.450825992027915,"Friday"
"4",8,"Midday",7,0.452131983045445,"Saturday"
"4",8,"Morning",2,0.301733638512485,"Monday"
"4",8,"Morning",3,0.300068281077896,"Tuesday"
"4",8,"Morning",4,0.296090790441752,"Wednesday"
"4",8,"Morning",5,0.252503901013516,"Thursday"
"4",8,"Morning",6,0.335913897356205,"Friday"
"4",8,"Morning",7,0.236583722545261,"Saturday"
"4",9,"Afternoon",2,0.235243777323104,"Monday"
"4",9,"Afternoon",3,0.288624082914948,"Tuesday"
"4",9,"Afternoon",4,0.313891317016317,"Wednesday"
"4",9,"Afternoon",5,0.278398251054501,"Thursday"
"4",9,"Afternoon",6,0.316449449322045,"Friday"
"4",9,"Afternoon",7,0.261187645487525,"Saturday"
"4",9,"Midday",2,0.336725895187434,"Monday"
"4",9,"Midday",3,0.494386838677704,"Tuesday"
"4",9,"Midday",4,0.467803977539554,"Wednesday"
"4",9,"Midday",5,0.446424949249468,"Thursday"
"4",9,"Midday",6,0.526865155410828,"Friday"
"4",9,"Midday",7,0.476818538477192,"Saturday"
"4",9,"Morning",2,0.230970441595442,"Monday"
"4",9,"Morning",3,0.289968691831673,"Tuesday"
"4",9,"Morning",4,0.315190338507646,"Wednesday"
"4",9,"Morning",5,0.298438129267456,"Thursday"
"4",9,"Morning",6,0.393341821106244,"Friday"
"4",9,"Morning",7,0.282307838617935,"Saturday"
"4",10,"Afternoon",2,0.268595984010647,"Monday"
"4",10,"Afternoon",3,0.294046200861105,"Tuesday"
"4",10,"Afternoon",4,0.299414522443369,"Wednesday"
"4",10,"Afternoon",5,0.302813056334691,"Thursday"
"4",10,"Afternoon",6,0.296389934851473,"Friday"
"4",10,"Afternoon",7,0.252755606105967,"Saturday"
"4",10,"Midday",2,0.429236377493589,"Monday"
"4",10,"Midday",3,0.468164047490971,"Tuesday"
"4",10,"Midday",4,0.466334189314959,"Wednesday"
"4",10,"Midday",5,0.442797275729968,"Thursday"
"4",10,"Midday",6,0.502308464327695,"Friday"
"4",10,"Midday",7,0.473990697247909,"Saturday"
"4",10,"Morning",2,0.293367183030645,"Monday"
"4",10,"Morning",3,0.289173049173049,"Tuesday"
"4",10,"Morning",4,0.312357926973312,"Wednesday"
"4",10,"Morning",5,0.288157186474494,"Thursday"
"4",10,"Morning",6,0.350038094028479,"Friday"
"4",10,"Morning",7,0.261517306589422,"Saturday"
"4",11,"Afternoon",2,0.213966417196585,"Monday"
"4",11,"Afternoon",3,0.300666949570195,"Tuesday"
"4",11,"Afternoon",4,0.324781406827681,"Wednesday"
"4",11,"Afternoon",5,0.210734384472365,"Thursday"
"4",11,"Afternoon",6,0.333646649824534,"Friday"
"4",11,"Afternoon",7,0.43463992471204,"Saturday"
"4",11,"Midday",2,0.37637828695521,"Monday"
"4",11,"Midday",3,0.506385775015583,"Tuesday"
"4",11,"Midday",4,0.539629983620368,"Wednesday"
"4",11,"Midday",5,0.372279574503132,"Thursday"
"4",11,"Midday",6,0.55403755966256,"Friday"
"4",11,"Midday",7,0.550485911880143,"Saturday"
"4",11,"Morning",2,0.238725159278044,"Monday"
"4",11,"Morning",3,0.324902888244234,"Tuesday"
"4",11,"Morning",4,0.350300745372861,"Wednesday"
"4",11,"Morning",5,0.228050604132335,"Thursday"
"4",11,"Morning",6,0.363152584594892,"Friday"
"4",11,"Morning",7,0.29852947088524,"Saturday"
"4",12,"Afternoon",2,0.355488114983307,"Monday"
"4",12,"Afternoon",3,0.243643421215537,"Tuesday"
"4",12,"Afternoon",4,0.232692489468331,"Wednesday"
"4",12,"Afternoon",5,0.314131868398695,"Thursday"
"4",12,"Afternoon",6,0.355421511581367,"Friday"
"4",12,"Afternoon",7,0.423705307779827,"Saturday"
"4",12,"Midday",2,0.526872646584185,"Monday"
"4",12,"Midday",3,0.462036387757542,"Tuesday"
"4",12,"Midday",4,0.40363482448819,"Wednesday"
"4",12,"Midday",5,0.478222489760951,"Thursday"
"4",12,"Midday",6,0.517093367814522,"Friday"
"4",12,"Midday",7,0.577384594572095,"Saturday"
"4",12,"Morning",2,0.284967333236564,"Monday"
"4",12,"Morning",3,0.281590704523397,"Tuesday"
"4",12,"Morning",4,0.252477848451406,"Wednesday"
"4",12,"Morning",5,0.282453372837988,"Thursday"
"4",12,"Morning",6,0.282400498806749,"Friday"
"4",12,"Morning",7,0.247878703828223,"Saturday"
"5",1,"Afternoon",2,0.281129193227407,"Monday"
"5",1,"Afternoon",3,0.478745040673612,"Tuesday"
"5",1,"Afternoon",4,0.474139907711336,"Wednesday"
"5",1,"Afternoon",5,0.42376476078485,"Thursday"
"5",1,"Afternoon",6,0.518849903816422,"Friday"
"5",1,"Afternoon",7,0.350645629172415,"Saturday"
"5",1,"Midday",2,0.401880156880157,"Monday"
"5",1,"Midday",3,0.643656064834636,"Tuesday"
"5",1,"Midday",4,0.661881539095825,"Wednesday"
"5",1,"Midday",5,0.591151956509099,"Thursday"
"5",1,"Midday",6,0.682639073889074,"Friday"
"5",1,"Midday",7,0.400914558325273,"Saturday"
"5",1,"Morning",2,0.279932419432419,"Monday"
"5",1,"Morning",3,0.450427444248873,"Tuesday"
"5",1,"Morning",4,0.457856483463626,"Wednesday"
"5",1,"Morning",5,0.445071892393321,"Thursday"
"5",1,"Morning",6,0.447496699728843,"Friday"
"5",1,"Morning",7,0.189120385236457,"Saturday"
"5",2,"Afternoon",2,0.431675053617018,"Monday"
"5",2,"Afternoon",3,0.468024936373151,"Tuesday"
"5",2,"Afternoon",4,0.458535351057672,"Wednesday"
"5",2,"Afternoon",5,0.484562790384219,"Thursday"
"5",2,"Afternoon",6,0.50184493581815,"Friday"
"5",2,"Afternoon",7,0.462031238850435,"Saturday"
"5",2,"Midday",2,0.578644984314627,"Monday"
"5",2,"Midday",3,0.604237693523408,"Tuesday"
"5",2,"Midday",4,0.630674961612462,"Wednesday"
"5",2,"Midday",5,0.638581019509591,"Thursday"
"5",2,"Midday",6,0.683075613209542,"Friday"
"5",2,"Midday",7,0.47868756408935,"Saturday"
"5",2,"Morning",2,0.426092576405076,"Monday"
"5",2,"Morning",3,0.469759450205879,"Tuesday"
"5",2,"Morning",4,0.426500444000444,"Wednesday"
"5",2,"Morning",5,0.468034891034891,"Thursday"
"5",2,"Morning",6,0.475393080794867,"Friday"
"5",2,"Morning",7,0.258519757359043,"Saturday"
"5",3,"Afternoon",2,0.366592472507651,"Monday"
"5",3,"Afternoon",3,0.34700545981796,"Tuesday"
"5",3,"Afternoon",4,0.380278172967905,"Wednesday"
"5",3,"Afternoon",5,0.376280994551084,"Thursday"
"5",3,"Afternoon",6,0.506324316556459,"Friday"
"5",3,"Afternoon",7,0.370661741036741,"Saturday"
"5",3,"Midday",2,0.462761577047291,"Monday"
"5",3,"Midday",3,0.441103659898303,"Tuesday"
"5",3,"Midday",4,0.467326108085037,"Wednesday"
"5",3,"Midday",5,0.470879817933389,"Thursday"
"5",3,"Midday",6,0.633072855715713,"Friday"
"5",3,"Midday",7,0.41514307385736,"Saturday"
"5",3,"Morning",2,0.32861837402016,"Monday"
"5",3,"Morning",3,0.320526434544292,"Tuesday"
"5",3,"Morning",4,0.302389706853993,"Wednesday"
"5",3,"Morning",5,0.305848402589474,"Thursday"
"5",3,"Morning",6,0.399973774902346,"Friday"
"5",3,"Morning",7,0.221026587169444,"Saturday"
"5",4,"Afternoon",2,0.41121111329147,"Monday"
"5",4,"Afternoon",3,0.452814306725021,"Tuesday"
"5",4,"Afternoon",4,0.478682235423307,"Wednesday"
"5",4,"Afternoon",5,0.474866128415236,"Thursday"
"5",4,"Afternoon",6,0.522813268081125,"Friday"
"5",4,"Afternoon",7,0.422857445134231,"Saturday"
"5",4,"Midday",2,0.54451652051652,"Monday"
"5",4,"Midday",3,0.579394487787345,"Tuesday"
"5",4,"Midday",4,0.598357683982684,"Wednesday"
"5",4,"Midday",5,0.627693767872339,"Thursday"
"5",4,"Midday",6,0.63900644824752,"Friday"
"5",4,"Midday",7,0.474067793978508,"Saturday"
"5",4,"Morning",2,0.400206657099514,"Monday"
"5",4,"Morning",3,0.447775704454276,"Tuesday"
"5",4,"Morning",4,0.417715128786557,"Wednesday"
"5",4,"Morning",5,0.445540563933421,"Thursday"
"5",4,"Morning",6,0.473301156515442,"Friday"
"5",4,"Morning",7,0.20923042400721,"Saturday"
"5",5,"Afternoon",2,0.303987555103627,"Monday"
"5",5,"Afternoon",3,0.376440861965416,"Tuesday"
"5",5,"Afternoon",4,0.434927360338075,"Wednesday"
"5",5,"Afternoon",5,0.45841730689945,"Thursday"
"5",5,"Afternoon",6,0.494323986529344,"Friday"
"5",5,"Afternoon",7,0.385452814794333,"Saturday"
"5",5,"Midday",2,0.423023537309252,"Monday"
"5",5,"Midday",3,0.534587722132365,"Tuesday"
"5",5,"Midday",4,0.562236089307518,"Wednesday"
"5",5,"Midday",5,0.578618561332847,"Thursday"
"5",5,"Midday",6,0.61920720285006,"Friday"
"5",5,"Midday",7,0.448841243082314,"Saturday"
"5",5,"Morning",2,0.327952913488628,"Monday"
"5",5,"Morning",3,0.428996620112692,"Tuesday"
"5",5,"Morning",4,0.388254745254745,"Wednesday"
"5",5,"Morning",5,0.391807819164962,"Thursday"
"5",5,"Morning",6,0.431913636627922,"Friday"
"5",5,"Morning",7,0.280202111050325,"Saturday"
"5",6,"Afternoon",2,0.42305974531421,"Monday"
"5",6,"Afternoon",3,0.427538783141462,"Tuesday"
"5",6,"Afternoon",4,0.323206229534355,"Wednesday"
"5",6,"Afternoon",5,0.451700755841381,"Thursday"
"5",6,"Afternoon",6,0.445607501377591,"Friday"
"5",6,"Afternoon",7,0.339097160775732,"Saturday"
"5",6,"Midday",2,0.558641951633023,"Monday"
"5",6,"Midday",3,0.519570835910122,"Tuesday"
"5",6,"Midday",4,0.409738536926037,"Wednesday"
"5",6,"Midday",5,0.546196738116381,"Thursday"
"5",6,"Midday",6,0.597105682016396,"Friday"
"5",6,"Midday",7,0.407647655254798,"Saturday"
"5",6,"Morning",2,0.402669521285593,"Monday"
"5",6,"Morning",3,0.393501490242562,"Tuesday"
"5",6,"Morning",4,0.277205099794386,"Wednesday"
"5",6,"Morning",5,0.372000960349175,"Thursday"
"5",6,"Morning",6,0.425781189709761,"Friday"
"5",6,"Morning",7,0.233029286850715,"Saturday"
"5",7,"Afternoon",2,0.413761287323787,"Monday"
"5",7,"Afternoon",3,0.386724997224997,"Tuesday"
"5",7,"Afternoon",4,0.435846354042783,"Wednesday"
"5",7,"Afternoon",5,0.345242573646591,"Thursday"
"5",7,"Afternoon",6,0.466466946991501,"Friday"
"5",7,"Afternoon",7,0.341239376942502,"Saturday"
"5",7,"Midday",2,0.529941530691531,"Monday"
"5",7,"Midday",3,0.502189281617853,"Tuesday"
"5",7,"Midday",4,0.528771944986231,"Wednesday"
"5",7,"Midday",5,0.404487210871139,"Thursday"
"5",7,"Midday",6,0.583042864873222,"Friday"
"5",7,"Midday",7,0.41562755861863,"Saturday"
"5",7,"Morning",2,0.373740307311736,"Monday"
"5",7,"Morning",3,0.380527763242049,"Tuesday"
"5",7,"Morning",4,0.370043971901115,"Wednesday"
"5",7,"Morning",5,0.273920385170385,"Thursday"
"5",7,"Morning",6,0.424457396109182,"Friday"
"5",7,"Morning",7,0.189450600655958,"Saturday"
"5",8,"Afternoon",2,0.368999916254381,"Monday"
"5",8,"Afternoon",3,0.354969370906871,"Tuesday"
"5",8,"Afternoon",4,0.396899994846423,"Wednesday"
"5",8,"Afternoon",5,0.385725446180803,"Thursday"
"5",8,"Afternoon",6,0.442342890244676,"Friday"
"5",8,"Afternoon",7,0.326061031230674,"Saturday"
"5",8,"Midday",2,0.510734624172124,"Monday"
"5",8,"Midday",3,0.503068289184361,"Tuesday"
"5",8,"Midday",4,0.548403631751846,"Wednesday"
"5",8,"Midday",5,0.544286981536982,"Thursday"
"5",8,"Midday",6,0.560271929129072,"Friday"
