"cluster","year","month","avg_occ","toc","predicted_avg_occ","predicted_toc","total_revenue","predicted_revenue"
"5",2024,3,0.317555747344054,0.109735023041475,0.366667389674819,0.0916668474187048,23454.7,27082.0909290244
"5",2024,4,0.390171680722276,0.128849206349206,0.366667389674819,0.0916668474187048,28014.3,26326.6935097702
"5",2024,5,0.364469693666122,0.104915514592934,0.366667389674819,0.0916668474187048,26383.84,26542.9304837076
"5",2024,6,0.330890015297753,0.0906349206349206,0.366667389674819,0.0916668474187048,23074.44,25569.3562569268
"5",2024,7,0.337104742415802,0.0892857142857143,0.366667389674819,0.0916668474187048,24405.74,26546.0192424241
"5",2024,8,0.339880674614258,0.08607910906298,0.366667389674819,0.0916668474187048,24602.95,26541.9605425888
"5",2024,9,0.32115458698048,0.0872222222222222,0.366667389674819,0.0916668474187048,22920.75,26168.991235364
"5",2024,10,0.359560932698893,0.106374807987711,0.366667389674819,0.0916668474187048,26418.14,26940.2750770363
"5",2024,11,0.339485132482156,0.117738095238095,0.366667389674819,0.0916668474187048,25104.3,27114.3778324295
"5",2024,12,0.335989228705243,0.111175115207373,0.366667389674819,0.0916668474187048,26270.62,28669.3109111233
"6",2024,1,0.180807549502995,0.0446869070208729,0.210022534578368,0.0525056336445919,6776.64,7871.61328516081
"6",2024,2,0.229712369625529,0.0669878296146045,0.210022534578368,0.0525056336445919,7587.03,6936.70642603927
"6",2024,3,0.19142625019404,0.0566650853889943,0.210022534578368,0.0525056336445919,6972.45,7649.79525920075
"6",2024,4,0.214568826666253,0.0586274509803922,0.210022534578368,0.0525056336445919,7793.56,7628.42976782712
"6",2024,5,0.192452549098066,0.0439516129032258,0.210022534578368,0.0525056336445919,7192.29,7848.91123709115
"6",2024,6,0.173326182328021,0.0374509803921569,0.210022534578368,0.0525056336445919,6557.6,7945.96496762771
"6",2024,7,0.175638545054461,0.0383301707779886,0.210022534578368,0.0525056336445919,7055.19,8436.3536789291
"6",2024,8,0.189066776637341,0.0421252371916509,0.210022534578368,0.0525056336445919,7429.57,8253.04767965894
"6",2024,9,0.179246450853069,0.0409803921568627,0.210022534578368,0.0525056336445919,6651.82,7793.91775575099
"6",2024,10,0.200324714882945,0.0511622390891841,0.210022534578368,0.0525056336445919,7847.97,8227.89415503776
"6",2024,11,0.236937028385558,0.0869607843137255,0.210022534578368,0.0525056336445919,8648.47,7666.06048029465
"6",2024,12,0.262900727382464,0.101612903225806,0.210022534578368,0.0525056336445919,9753.33,7791.6067694983
